Agency Type,Distribution Channel,Claim,Duration,Net Sales,Commision (in value),Age
Travel Agency,Online,No,164,26,0,36
Travel Agency,Online,No,168,26,0,36
Travel Agency,Online,No,59,63,0,36
Travel Agency,Online,No,44,20,0,36
Travel Agency,Online,No,122,20,0,36
Travel Agency,Online,No,153,87,0,36
Travel Agency,Online,No,20,27,0,36
Travel Agency,Online,No,7,30,0,36
Travel Agency,Online,No,229,22,0,36
Travel Agency,Online,No,16,86,0,36
Travel Agency,Online,No,15,26,0,36
Travel Agency,Online,No,120,20,0,27
Travel Agency,Online,No,178,0,0,37
Travel Agency,Online,No,19,44,0,36
Travel Agency,Online,No,58,33,0,36
Travel Agency,Online,No,89,99,0,42
Travel Agency,Online,No,10,26,0,36
Travel Agency,Online,No,37,112,0,52
Travel Agency,Online,No,15,23,0,36
Travel Agency,Online,No,24,20,0,36
Travel Agency,Online,No,106,27,0,36
Travel Agency,Online,No,38,89,0,36
Travel Agency,Online,No,41,20,0,39
Travel Agency,Online,No,74,20,0,36
Travel Agency,Online,No,24,20,0,21
Travel Agency,Online,No,38,60,0,36
Travel Agency,Online,No,38,20,0,36
Travel Agency,Online,No,5,112,0,36
Travel Agency,Online,No,5,112,0,36
Travel Agency,Online,No,282,36,0,36
Travel Agency,Online,No,9,50,0,36
Travel Agency,Online,No,51,51,0,36
Travel Agency,Online,No,57,109,0,36
Travel Agency,Online,No,37,38,0,36
Travel Agency,Online,No,37,96,0,36
Travel Agency,Online,No,15,66,0,32
Travel Agency,Online,No,163,20,0,36
Travel Agency,Online,No,63,20,0,36
Travel Agency,Online,No,5,38,0,47
Travel Agency,Online,No,81,112,0,33
Travel Agency,Online,No,41,43,0,36
Travel Agency,Online,No,21,54,0,36
Travel Agency,Online,No,178,112,0,37
Travel Agency,Online,No,62,14,0,36
Travel Agency,Online,No,9,29,0,36
Travel Agency,Online,No,215,59,0,36
Travel Agency,Online,No,27,40,0,35
Travel Agency,Online,No,52,31,0,41
Travel Agency,Online,No,54,23,0,36
Travel Agency,Online,No,12,40,0,36
Travel Agency,Online,No,148,30,0,37
Travel Agency,Online,No,19,23,0,36
Travel Agency,Online,No,16,22,0,36
Travel Agency,Online,No,16,26,0,31
Travel Agency,Online,No,1,10,0,36
Travel Agency,Online,No,15,11,0,36
Travel Agency,Online,No,4,36,0,36
Travel Agency,Online,No,7,10,0,60
Travel Agency,Online,No,32,58,0,26
Travel Agency,Online,No,21,24,0,36
Travel Agency,Online,No,3,25,0,36
Travel Agency,Online,No,144,42,0,36
Travel Agency,Online,No,107,25,0,36
Travel Agency,Online,No,23,11,0,44
Travel Agency,Online,No,14,22,0,36
Travel Agency,Online,No,7,13,0,36
Travel Agency,Online,No,118,28,0,36
Travel Agency,Online,No,13,10,0,36
Travel Agency,Online,No,54,15,0,36
Travel Agency,Online,No,19,16,0,21
Travel Agency,Online,No,24,13,0,36
Travel Agency,Online,No,34,65,0,36
Travel Agency,Online,No,54,10,0,36
Travel Agency,Online,No,13,28,0,36
Travel Agency,Online,No,4,18,0,36
Travel Agency,Online,No,18,10,0,39
Travel Agency,Online,No,9,13,0,53
Travel Agency,Online,No,34,24,0,36
Travel Agency,Online,No,29,18,0,36
Travel Agency,Online,No,157,66,0,36
Travel Agency,Online,No,2,15,0,36
Travel Agency,Online,No,99,14,0,36
Travel Agency,Online,No,58,32,0,36
Travel Agency,Online,No,13,10,0,31
Travel Agency,Online,No,31,26,0,36
Travel Agency,Online,No,5,12,0,36
Travel Agency,Online,No,8,24,0,36
Travel Agency,Online,No,44,24,0,24
Travel Agency,Online,No,84,42,0,36
Travel Agency,Online,No,86,13,0,28
Travel Agency,Online,No,23,14,0,36
Travel Agency,Online,No,189,18,0,36
Travel Agency,Online,No,16,69,0,36
Travel Agency,Online,No,10,15,0,36
Travel Agency,Online,No,49,14,0,36
Travel Agency,Online,No,52,44,0,36
Travel Agency,Online,No,297,40,0,36
Travel Agency,Online,No,8,30,0,36
Travel Agency,Online,No,17,33,0,36
Travel Agency,Online,No,127,37,0,36
Travel Agency,Online,No,114,51,0,36
Travel Agency,Online,No,106,12,0,36
Travel Agency,Online,No,108,13,0,40
Travel Agency,Online,No,3,24,0,36
Travel Agency,Online,No,204,10,0,30
Travel Agency,Online,No,75,80,0,36
Travel Agency,Online,No,204,10,0,29
Travel Agency,Online,No,10,10,0,36
Travel Agency,Online,No,45,24,0,36
Travel Agency,Online,No,8,20,0,48
Travel Agency,Online,No,65,73,0,36
Travel Agency,Online,No,24,10,0,32
Travel Agency,Online,No,207,39,0,36
Travel Agency,Online,No,17,66,0,36
Travel Agency,Online,No,66,20,0,36
Travel Agency,Online,No,260,40,0,36
Travel Agency,Online,No,5,20,0,31
Travel Agency,Online,No,16,42,0,54
Travel Agency,Online,No,16,20,0,36
Travel Agency,Online,No,17,20,0,47
Airlines,Online,No,6,78,31.2,118
Travel Agency,Online,No,35,75,28.5,48
Airlines,Online,No,6,15,6,69
Airlines,Online,No,30,15,6,68
Airlines,Online,No,30,0,6,68
Airlines,Online,No,30,0,6,68
Airlines,Online,No,2,15,6,58
Airlines,Online,No,1,1.61,0.45,48
Airlines,Online,No,4831,0.32,0.09,48
Airlines,Online,No,1,0.76,0.21,48
Airlines,Online,No,59,22,7.7,52
Airlines,Online,No,14,26,9.1,47
Airlines,Online,No,53,31,10.85,27
Airlines,Online,No,72,35,12.25,27
Airlines,Online,No,22,40,14,25
Airlines,Online,No,34,22,7.7,30
Airlines,Online,No,16,44,15.4,58
Airlines,Online,No,103,33,11.55,50
Airlines,Online,No,13,18,6.3,38
Airlines,Online,No,15,26,9.1,67
Airlines,Online,No,103,26,9.1,32
Airlines,Online,No,33,18,6.3,26
Airlines,Online,No,20,30,10.5,63
Airlines,Online,No,17,0,7.7,28
Airlines,Online,No,14,33,11.55,45
Airlines,Online,No,46,22,7.7,22
Airlines,Online,No,7,26,9.1,44
Airlines,Online,No,16,56,19.6,48
Travel Agency,Offline,No,84,29,9.57,56
Travel Agency,Offline,No,72,29,9.57,63
Travel Agency,Offline,No,114,22,0,35
Travel Agency,Offline,No,265,29,9.57,80
Travel Agency,Offline,No,4,29,9.57,16
Airlines,Online,No,29,4.43,1.55,48
Airlines,Online,No,37,51.75,12.94,26
Airlines,Online,No,8,25.5,6.38,33
Airlines,Online,No,7,25.5,6.38,42
Travel Agency,Online,No,207,79.2,47.52,28
Travel Agency,Online,No,28,39.6,23.76,31
Travel Agency,Online,No,16,29.7,17.82,39
Travel Agency,Online,No,2,9.9,5.94,36
Travel Agency,Online,No,123,69.3,41.58,48
Travel Agency,Online,No,125,198,118.8,45
Travel Agency,Online,No,48,69.3,41.58,43
Travel Agency,Online,No,14,0,17.82,31
Travel Agency,Online,No,17,39.6,23.76,41
Travel Agency,Online,No,6,19.8,11.88,29
Travel Agency,Online,No,85,39.6,23.76,40
Travel Agency,Online,No,15,29.7,17.82,51
Travel Agency,Online,Yes,49,118.8,71.28,27
Travel Agency,Online,No,16,29.7,17.82,34
Travel Agency,Online,No,68,29.7,17.82,55
Travel Agency,Online,No,11,0,23.76,31
Travel Agency,Online,No,9,49.5,29.7,66
Travel Agency,Online,No,96,89.1,53.46,48
Travel Agency,Online,No,57,89.1,53.46,30
Travel Agency,Online,No,23,29.7,17.82,41
Travel Agency,Online,No,245,79.2,47.52,28
Travel Agency,Online,No,62,128.7,77.22,50
Travel Agency,Online,No,57,69.3,41.58,30
Travel Agency,Online,No,29,89.1,53.46,53
Travel Agency,Online,No,14,69.3,41.58,33
Travel Agency,Online,No,1,9.9,5.94,28
Travel Agency,Online,No,27,29.7,17.82,51
Travel Agency,Online,No,41,20,0,57
Travel Agency,Online,No,15,20,0,47
Travel Agency,Online,No,13,20,0,38
Travel Agency,Online,No,8,20,0,57
Travel Agency,Online,No,209,112,0,28
Travel Agency,Online,No,209,112,0,28
Travel Agency,Online,No,17,24,0,36
Travel Agency,Online,No,59,59,0,36
Travel Agency,Online,No,84,99,0,36
Travel Agency,Online,No,84,0,0,36
Travel Agency,Online,No,16,20,0,40
Travel Agency,Online,No,7,22,0,50
Travel Agency,Online,No,212,112,0,36
Travel Agency,Online,No,27,20,0,51
Travel Agency,Online,No,25,81,0,49
Travel Agency,Online,No,11,20,0,26
Travel Agency,Online,No,4,36,0,24
Travel Agency,Online,No,6,22,0,36
Travel Agency,Online,No,36,22,0,36
Travel Agency,Online,No,8,40,0,36
Travel Agency,Online,No,33,20,0,40
Travel Agency,Online,No,8,43,0,36
Travel Agency,Online,No,46,95,0,36
Travel Agency,Online,No,42,88,0,36
Travel Agency,Online,No,10,25,0,36
Travel Agency,Online,No,17,20,0,36
Travel Agency,Online,No,41,21,0,36
Travel Agency,Online,No,218,20,0,32
Travel Agency,Online,No,232,112,0,36
Travel Agency,Online,No,22,0,0,36
Travel Agency,Online,No,22,0,0,36
Travel Agency,Online,No,15,42,0,36
Travel Agency,Online,No,4,20,0,54
Travel Agency,Online,No,68,20,0,36
Travel Agency,Online,No,79,36,0,36
Travel Agency,Online,No,129,25,0,36
Travel Agency,Online,No,5,20,0,36
Travel Agency,Online,No,102,20,0,36
Travel Agency,Online,No,52,20,0,36
Travel Agency,Online,No,53,20,0,36
Travel Agency,Online,No,12,20,0,36
Travel Agency,Online,No,35,175,0,36
Travel Agency,Online,No,19,32,0,28
Travel Agency,Online,No,234,23,0,36
Travel Agency,Online,No,62,91,0,36
Travel Agency,Online,No,15,37,0,36
Travel Agency,Online,No,5,80,0,36
Travel Agency,Online,No,1,10,0,24
Travel Agency,Online,No,3,10,0,36
Travel Agency,Online,No,79,80,0,28
Travel Agency,Online,No,27,23,0,36
Travel Agency,Online,No,10,17,0,62
Travel Agency,Online,No,64,24,0,36
Travel Agency,Online,No,25,27,0,22
Travel Agency,Online,No,81,12,0,36
Travel Agency,Online,No,81,12,0,36
Travel Agency,Online,No,1,10,0,36
Travel Agency,Online,No,13,37,0,36
Travel Agency,Online,No,25,13,0,27
Travel Agency,Online,No,33,10,0,30
Travel Agency,Online,No,78,54,0,36
Travel Agency,Online,No,6,10,0,65
Travel Agency,Online,No,13,10,0,36
Travel Agency,Online,No,26,15,0,36
Travel Agency,Online,No,95,10,0,36
Travel Agency,Online,No,8,10,0,36
Travel Agency,Online,No,26,28,0,36
Travel Agency,Online,No,5,15,0,36
Travel Agency,Online,No,7,10,0,36
Travel Agency,Online,No,12,27,0,55
Travel Agency,Online,No,22,57,0,36
Travel Agency,Online,No,212,80,0,36
Travel Agency,Online,No,52,32,0,36
Travel Agency,Online,No,52,32,0,36
Travel Agency,Online,No,58,80,0,36
Travel Agency,Online,No,15,10,0,36
Travel Agency,Online,No,2,10,0,36
Travel Agency,Online,No,72,11,0,64
Travel Agency,Online,No,31,10,0,33
Travel Agency,Online,No,72,12,0,36
Travel Agency,Online,No,274,15,0,36
Travel Agency,Online,No,6,16,0,54
Travel Agency,Online,No,2,13,0,28
Travel Agency,Online,No,52,15,0,35
Travel Agency,Online,No,98,12,0,36
Travel Agency,Online,No,17,21,0,36
Travel Agency,Online,No,12,80,0,36
Travel Agency,Online,No,12,40,0,36
Travel Agency,Online,No,74,12,0,36
Travel Agency,Online,No,108,75,0,23
Travel Agency,Online,No,4,10,0,36
Travel Agency,Online,No,126,80,0,47
Travel Agency,Online,No,43,18,0,36
Travel Agency,Online,No,56,70,0,39
Travel Agency,Online,No,114,19,0,36
Travel Agency,Online,No,5,26,0,36
Travel Agency,Online,No,57,20,0,36
Travel Agency,Online,No,14,23,0,36
Travel Agency,Online,No,69,20,0,24
Travel Agency,Online,No,2,20,0,36
Travel Agency,Online,No,202,75,0,36
Travel Agency,Online,No,7,20,0,36
Travel Agency,Online,No,8,23,0,36
Travel Agency,Online,No,3,25,0,36
Airlines,Online,No,12,39,15.6,118
Airlines,Online,No,9,50,20,118
Airlines,Online,No,33,15,6,54
Airlines,Online,No,12,15,6,52
Airlines,Online,No,62,15,6,25
Airlines,Online,No,0,0.84,0.24,48
Airlines,Online,No,7,1.09,0.31,48
Airlines,Online,No,10,26,9.1,33
Airlines,Online,No,5,22,7.7,45
Airlines,Online,No,36,33,11.55,36
Airlines,Online,No,9,49,17.15,35
Airlines,Online,No,43,42,14.7,33
Airlines,Online,No,114,37,12.95,41
Airlines,Online,No,36,30,10.5,37
Airlines,Online,No,84,35,12.25,40
Airlines,Online,No,78,22,7.7,42
Airlines,Online,No,20,22,7.7,33
Airlines,Online,No,67,42,14.7,35
Airlines,Online,No,49,96,33.6,57
Airlines,Online,No,7,87,30.45,57
Airlines,Online,No,17,45,15.75,53
Airlines,Online,No,34,39,13.65,62
Airlines,Online,No,223,58,20.3,36
Airlines,Online,No,6,32,11.2,45
Airlines,Online,No,28,23.47,8.21,48
Airlines,Online,No,45,4.84,1.69,48
Airlines,Online,No,6,20.25,5.06,39
Airlines,Online,No,6,53.25,13.31,33
Airlines,Online,No,7,27,6.75,28
Travel Agency,Online,No,21,29.7,17.82,46
Travel Agency,Online,No,7,49.5,29.7,38
Travel Agency,Online,No,42,39.6,23.76,44
Travel Agency,Online,No,13,69.3,41.58,30
Travel Agency,Online,No,15,79.2,47.52,49
Travel Agency,Online,No,33,39.6,23.76,31
Travel Agency,Online,No,2,9.9,5.94,43
Travel Agency,Online,No,61,0,23.76,65
Travel Agency,Online,No,8,29.7,17.82,66
Travel Agency,Online,No,7,39.6,23.76,32
Travel Agency,Online,No,27,79.2,47.52,43
Travel Agency,Online,No,61,148.5,89.1,41
Travel Agency,Online,No,7,49.5,29.7,31
Travel Agency,Online,No,34,9.9,5.94,41
Travel Agency,Online,No,3,19.8,11.88,36
Travel Agency,Online,No,33,59.4,35.64,39
Travel Agency,Online,No,27,59.4,35.64,39
Travel Agency,Online,No,14,49.5,29.7,45
Travel Agency,Online,No,24,89.1,53.46,59
Travel Agency,Online,No,6,59.4,35.64,31
Travel Agency,Online,No,23,39.6,23.76,63
Travel Agency,Online,No,59,59.4,35.64,28
Travel Agency,Online,No,115,79.2,47.52,39
Travel Agency,Online,No,13,19.8,11.88,31
Travel Agency,Online,No,94,49.5,29.7,36
Travel Agency,Online,No,6,29.7,17.82,37
Travel Agency,Online,No,91,89.1,53.46,30
Travel Agency,Online,No,91,89.1,53.46,28
Travel Agency,Online,No,29,19.8,11.88,38
Travel Agency,Online,No,62,69.3,41.58,24
Travel Agency,Online,No,57,9.9,5.94,44
Travel Agency,Online,No,99,0,11.88,30
Travel Agency,Online,No,6,39.6,23.76,41
Travel Agency,Online,No,12,49.5,29.7,40
Travel Agency,Online,No,22,59.4,35.64,47
Travel Agency,Online,No,45,89.1,53.46,65
Travel Agency,Online,No,3,19.8,11.88,32
Travel Agency,Online,No,15,29.7,17.82,49
Travel Agency,Online,No,22,42,0,36
Travel Agency,Online,No,63,36,0,36
Travel Agency,Online,No,41,27,0,32
Travel Agency,Online,No,34,42,0,36
Travel Agency,Online,No,31,27,0,56
Travel Agency,Online,No,17,20,0,36
Travel Agency,Online,No,62,53,0,36
Travel Agency,Online,No,99,20,0,36
Travel Agency,Online,No,55,0,0,36
Travel Agency,Online,No,60,30,0,36
Travel Agency,Online,No,52,106,0,46
Travel Agency,Online,No,44,39,0,36
Travel Agency,Online,No,42,28,0,36
Travel Agency,Online,No,74,20,0,36
Travel Agency,Online,No,16,30,0,36
Travel Agency,Online,No,42,20,0,57
Travel Agency,Online,No,92,20,0,36
Travel Agency,Online,No,14,49,0,36
Travel Agency,Online,No,12,40,0,36
Travel Agency,Online,No,106,74,0,36
Travel Agency,Online,No,70,67,0,34
Travel Agency,Online,No,64,33,0,30
Travel Agency,Online,No,10,35,0,27
Travel Agency,Online,No,28,55,0,36
Travel Agency,Online,No,116,36,0,36
Travel Agency,Online,No,70,78,0,36
Travel Agency,Online,No,107,20,0,36
Travel Agency,Online,No,94,20,0,55
Travel Agency,Online,No,9,43,0,36
Travel Agency,Online,No,41,43,0,36
Travel Agency,Online,No,13,20,0,36
Travel Agency,Online,No,6,35,0,36
Travel Agency,Online,No,32,78,0,36
Travel Agency,Online,No,30,21,0,36
Travel Agency,Online,No,7,20,0,36
Travel Agency,Online,No,22,88,0,36
Travel Agency,Online,No,33,23,0,36
Travel Agency,Online,No,210,112,0,36
Travel Agency,Online,No,5,99,0,20
Travel Agency,Online,No,24,20,0,50
Travel Agency,Online,No,22,42,0,36
Travel Agency,Online,No,84,20,0,35
Travel Agency,Online,No,19,112,0,36
Travel Agency,Online,No,61,21,0,39
Travel Agency,Online,No,7,20,0,37
Travel Agency,Online,No,7,80,0,48
Travel Agency,Online,No,40,31,0,71
Travel Agency,Online,No,65,20,0,35
Travel Agency,Online,No,10,70,0,36
Travel Agency,Online,No,9,41,0,36
Travel Agency,Online,No,38,20,0,52
Travel Agency,Online,No,56,20,0,40
Travel Agency,Online,No,7,20,0,36
Travel Agency,Online,No,18,20,0,29
Travel Agency,Online,No,59,20,0,40
Travel Agency,Online,No,50,60,0,36
Travel Agency,Online,No,113,19,0,36
Travel Agency,Online,No,48,10,0,36
Travel Agency,Online,No,72,80,0,36
Travel Agency,Online,No,56,17,0,36
Travel Agency,Online,No,64,10,0,36
Travel Agency,Online,No,3,23,0,37
Travel Agency,Online,No,33,10,0,36
Travel Agency,Online,No,43,15,0,36
Travel Agency,Online,No,69,80,0,36
Travel Agency,Online,No,109,42,0,26
Travel Agency,Online,No,52,10,0,35
Travel Agency,Online,No,29,56,0,36
Travel Agency,Online,No,4,14,0,36
Travel Agency,Online,No,51,27,0,36
Travel Agency,Online,No,20,28,0,36
Travel Agency,Online,No,72,52,0,43
Travel Agency,Online,No,66,10,0,22
Travel Agency,Online,No,90,80,0,62
Travel Agency,Online,No,81,80,0,57
Travel Agency,Online,No,15,17,0,36
Travel Agency,Online,No,83,14,0,36
Travel Agency,Online,No,79,62,0,36
Travel Agency,Online,No,28,38,0,36
Travel Agency,Online,No,4,10,0,39
Travel Agency,Online,No,31,10,0,36
Travel Agency,Online,No,6,35,0,36
Travel Agency,Online,No,1,19,0,36
Travel Agency,Online,No,33,10,0,36
Travel Agency,Online,No,7,13,0,53
Travel Agency,Online,No,34,10,0,36
Travel Agency,Online,No,58,10,0,30
Travel Agency,Online,No,111,10,0,36
Travel Agency,Online,No,35,10,0,36
Travel Agency,Online,No,1,10,0,39
Travel Agency,Online,No,9,14,0,36
Travel Agency,Online,No,14,12,0,36
Travel Agency,Online,No,16,27,0,36
Travel Agency,Online,No,8,19,0,36
Travel Agency,Online,No,8,38,0,36
Travel Agency,Online,No,44,39,0,36
Travel Agency,Online,No,16,16,0,36
Travel Agency,Online,No,36,66,0,36
Travel Agency,Online,No,16,10,0,36
Travel Agency,Online,No,31,13,0,36
Travel Agency,Online,No,1,10,0,36
Travel Agency,Online,No,20,57,0,36
Travel Agency,Online,No,205,32,0,36
Travel Agency,Online,No,58,22,0,36
Travel Agency,Online,No,58,25,0,36
Travel Agency,Online,No,13,10,0,36
Travel Agency,Online,No,94,17,0,36
Travel Agency,Online,No,89,10,0,36
Travel Agency,Online,No,18,12,0,36
Travel Agency,Online,No,92,50,0,36
Travel Agency,Online,No,30,15,0,36
Travel Agency,Online,No,5,10,0,24
Travel Agency,Online,No,2,10,0,36
Travel Agency,Online,No,3,10,0,36
Travel Agency,Online,No,14,19,0,36
Travel Agency,Online,No,14,24,0,36
Travel Agency,Online,No,4,10,0,45
Travel Agency,Online,No,22,16,0,36
Travel Agency,Online,No,8,38,0,36
Travel Agency,Online,No,14,60,0,36
Travel Agency,Online,No,12,11,0,36
Travel Agency,Online,No,7,33,0,28
Travel Agency,Online,No,6,31,0,31
Travel Agency,Online,No,63,80,0,25
Travel Agency,Online,No,14,60,0,36
Travel Agency,Online,No,7,22,0,36
Travel Agency,Online,No,209,80,0,36
Travel Agency,Online,No,8,19,0,40
Travel Agency,Online,No,14,78,0,52
Travel Agency,Online,No,23,10,0,29
Travel Agency,Online,No,7,10,0,43
Travel Agency,Online,No,42,42,0,36
Travel Agency,Online,No,5,15,0,44
Travel Agency,Online,No,10,10,0,44
Travel Agency,Online,No,2,10,0,45
Travel Agency,Online,No,66,48,0,36
Travel Agency,Online,No,101,10,0,36
Travel Agency,Online,No,16,10,0,36
Travel Agency,Online,No,95,11,0,36
Travel Agency,Online,No,155,10,0,59
Travel Agency,Online,No,64,10,0,36
Travel Agency,Online,No,27,24,0,36
Travel Agency,Online,No,11,19,0,36
Travel Agency,Online,No,34,20,0,44
Travel Agency,Online,No,3,22,0,36
Travel Agency,Online,No,11,24,0,36
Travel Agency,Online,No,2,98,0,37
Travel Agency,Online,No,2,20,0,36
Airlines,Online,No,5,39,15.6,118
Airlines,Online,No,35,15,6,37
Airlines,Online,No,7,2.51,0.7,48
Airlines,Online,No,75,11.19,3.14,48
Airlines,Online,No,4829,0.32,0.09,48
Airlines,Online,No,64,22,7.7,29
Airlines,Online,No,16,22,7.7,37
Airlines,Online,No,14,33,11.55,46
Airlines,Online,No,24,26,9.1,59
Airlines,Online,No,47,0,10.5,43
Airlines,Online,No,1,18,6.3,51
Airlines,Online,No,11,30,10.5,45
Airlines,Online,No,4,18,6.3,69
Airlines,Online,No,56,0,10.5,40
Airlines,Online,No,15,35,12.25,38
Airlines,Online,No,55,35,12.25,28
Airlines,Online,No,40,22,7.7,46
Airlines,Online,No,49,22,7.7,52
Airlines,Online,No,148,58,20.3,63
Airlines,Online,No,148,58,20.3,60
Airlines,Online,No,133,211,73.85,56
Airlines,Online,No,120,109,38.15,26
Airlines,Online,No,60,72.8,25.48,48
Airlines,Online,No,27,71,17.75,36
Airlines,Online,No,28,34,8.5,30
Airlines,Online,No,15,36.75,9.19,66
Airlines,Online,No,66,182,45.5,35
Airlines,Online,No,387,291.75,72.94,51
Travel Agency,Online,No,18,49.5,29.7,57
Travel Agency,Online,No,28,0,41.58,48
Travel Agency,Online,No,8,39.6,23.76,46
Travel Agency,Online,No,4,29.7,17.82,31
Travel Agency,Online,No,12,79.2,47.52,28
Travel Agency,Online,No,8,29.7,17.82,44
Travel Agency,Online,No,37,148.5,89.1,45
Travel Agency,Online,No,69,49.5,29.7,64
Travel Agency,Online,No,27,79.2,47.52,35
Travel Agency,Online,No,36,59.4,35.64,34
Travel Agency,Online,No,12,59.4,35.64,38
Travel Agency,Online,No,69,39.6,23.76,61
Travel Agency,Online,No,221,69.3,41.58,36
Travel Agency,Online,No,17,79.2,47.52,33
Travel Agency,Online,No,106,59.4,35.64,36
Travel Agency,Online,No,42,79.2,47.52,30
Travel Agency,Online,No,24,198,118.8,32
Travel Agency,Online,No,2,19.8,11.88,26
Travel Agency,Online,No,62,0,11.88,35
Travel Agency,Online,No,102,29.7,17.82,45
Travel Agency,Online,No,10,39.6,23.76,60
Travel Agency,Online,No,56,29.7,17.82,39
Travel Agency,Online,No,46,39.6,23.76,38
Travel Agency,Online,No,108,59.4,35.64,45
Travel Agency,Online,No,100,69.3,41.58,28
Travel Agency,Online,No,9,69.3,41.58,37
Travel Agency,Online,No,20,49.5,29.7,56
Travel Agency,Online,No,84,58,0,36
Travel Agency,Online,No,90,20,0,36
Travel Agency,Online,No,27,20,0,26
Travel Agency,Online,No,32,77,0,36
Travel Agency,Online,No,11,76,0,36
Travel Agency,Online,No,2,31,0,25
Travel Agency,Online,No,105,32,0,36
Travel Agency,Online,No,34,20,0,25
Travel Agency,Online,No,20,20,0,56
Travel Agency,Online,No,104,25,0,36
Travel Agency,Online,No,117,123,0,36
Travel Agency,Online,No,16,20,0,46
Travel Agency,Online,No,16,20,0,50
Travel Agency,Online,No,62,21,0,36
Travel Agency,Online,No,8,24,0,36
Travel Agency,Online,No,3,38,0,74
Travel Agency,Online,No,294,0,0,36
Travel Agency,Online,No,53,20,0,36
Travel Agency,Online,No,55,20,0,36
Travel Agency,Online,No,29,35,0,29
Travel Agency,Online,No,25,27,0,36
Travel Agency,Online,No,93,94,0,25
Travel Agency,Online,No,35,25,0,36
Travel Agency,Online,No,34,30,0,36
Travel Agency,Online,No,34,44,0,36
Travel Agency,Online,No,3,39,0,36
Travel Agency,Online,No,10,73,0,36
Travel Agency,Online,No,127,20,0,25
Travel Agency,Online,No,31,23,0,36
Travel Agency,Online,Yes,57,99,0,69
Travel Agency,Online,No,10,52,0,36
Travel Agency,Online,No,77,56,0,36
Travel Agency,Online,No,61,22,0,29
Travel Agency,Online,No,20,112,0,36
